GRID,YR,mom,litter.size,SEX,Growt,cones
SU,2001,131,4,F,1.8,0.712215
SU,2001,131,4,F,1.819047619,0.712215
KL,2001,132,3,M,1.672727273,0.712215
KL,2001,132,3,F,1.681818182,0.712215
KL,2001,132,3,F,1.768181818,0.712215
KL,2001,134,4,M,0.923529412,0.712215
KL,2001,134,4,M,0.982352941,0.712215
KL,2001,134,4,F,1.041176471,0.712215
KL,2001,134,4,F,1.241176471,0.712215
KL,2001,137,4,F,1.304761905,0.712215
KL,2001,137,4,F,1.447619048,0.712215
KL,2001,137,4,F,1.466666667,0.712215
KL,2001,137,4,F,1.480952381,0.712215
KL,2001,138,3,F,1.180952381,0.712215
KL,2001,138,3,F,1.19047619,0.712215
KL,2001,138,3,F,1.223809524,0.712215
SU,2001,139,4,F,1.245,0.712215
SU,2001,139,4,M,1.32,0.712215
SU,2001,139,4,M,1.335,0.712215
SU,2001,139,4,F,1.43,0.712215
KL,2001,152,4,M,1.521052632,0.712215
KL,2001,152,4,M,1.6,0.712215
KL,2001,152,4,F,1.647368421,0.712215
KL,2001,152,4,M,1.715789474,0.712215
KL,2001,154,3,F,1.7,0.712215
KL,2001,154,3,M,1.769230769,0.712215
KL,2001,154,3,M,1.869230769,0.712215
KL,2001,155,2,F,0.988461538,0.712215
KL,2001,155,2,F,1.6,0.712215
SU,2001,159,3,M,1.395,0.712215
SU,2001,159,3,M,1.51,0.712215
SU,2001,159,3,M,1.555,0.712215
KL,2001,160,3,F,1.444,0.712215
KL,2001,160,3,M,1.532,0.712215
KL,2001,160,3,M,1.596,0.712215
KL,2001,240,1,M,2.06875,0.712215
KL,2001,254,5,F,1.065,0.712215
KL,2001,254,5,M,1.1,0.712215
KL,2001,254,5,F,1.195,0.712215
KL,2001,254,5,F,1.23,0.712215
KL,2001,254,5,M,1.28,0.712215
KL,2001,264,4,M,1.44,0.712215
KL,2001,264,4,M,1.48,0.712215
KL,2001,264,4,F,1.48,0.712215
KL,2001,264,4,M,1.493333333,0.712215
KL,2001,268,4,M,1.345454545,0.712215
KL,2001,268,4,F,1.377272727,0.712215
KL,2001,268,4,M,1.386363636,0.712215
KL,2001,268,4,F,1.413636364,0.712215
KL,2001,269,3,F,2.03,0.712215
KL,2001,269,3,F,2.19,0.712215
KL,2001,269,3,F,2.335,0.712215
KL,2001,272,4,M,1.018181818,0.712215
KL,2001,272,4,M,1.068181818,0.712215
KL,2001,272,4,M,1.090909091,0.712215
KL,2001,272,4,M,1.345454545,0.712215
KL,2001,273,2,M,1.741666667,0.712215
KL,2001,273,2,M,1.883333333,0.712215
KL,2001,290,3,F,1.677272727,0.712215
KL,2001,290,3,M,1.745454545,0.712215
KL,2001,290,3,F,1.75,0.712215
SU,2001,296,4,M,1.35,0.712215
SU,2001,296,4,M,1.405555556,0.712215
SU,2001,296,4,F,1.45,0.712215
SU,2001,296,4,F,1.5,0.712215
SU,2001,301,3,F,2.623076923,0.712215
SU,2001,301,3,M,2.638461538,0.712215
SU,2001,301,3,F,2.715384615,0.712215
KL,2001,326,3,M,1.069230769,0.712215
KL,2001,326,3,M,1.223076923,0.712215
KL,2001,326,3,M,1.407692308,0.712215
SU,2001,330,3,F,1.871428571,0.712215
SU,2001,330,3,F,2.023809524,0.712215
SU,2001,330,3,M,2.147619048,0.712215
SU,2001,331,3,M,1.06875,0.712215
SU,2001,331,3,M,1.15625,0.712215
SU,2001,331,3,M,1.25,0.712215
SU,2001,336,3,F,1.716666667,0.712215
SU,2001,336,3,F,1.855555556,0.712215
SU,2001,336,3,F,1.916666667,0.712215
KL,2001,339,3,F,1.26,0.712215
KL,2001,339,3,F,1.33,0.712215
KL,2001,339,3,M,1.54,0.712215
KL,2001,340,1,M,1.589473684,0.712215
SU,2001,343,4,F,0.766666667,0.712215
SU,2001,343,4,M,0.795833333,0.712215
SU,2001,343,4,F,0.825,0.712215
SU,2001,343,4,M,0.841666667,0.712215
SU,2001,349,4,M,1.376923077,0.712215
SU,2001,349,4,F,1.538461538,0.712215
SU,2001,349,4,M,1.592307692,0.712215
SU,2001,349,4,M,1.661538462,0.712215
SU,2001,351,3,F,1.657692308,0.712215
SU,2001,351,3,M,1.696153846,0.712215
SU,2001,351,3,M,1.711538462,0.712215
SU,2001,356,3,M,1.271428571,0.712215
SU,2001,356,3,F,1.4,0.712215
SU,2001,356,3,M,1.407142857,0.712215
KL,2001,357,2,M,1.730434783,0.712215
KL,2001,357,2,F,1.782608696,0.712215
KL,2001,360,4,M,1.4875,0.712215
KL,2001,360,4,F,1.533333333,0.712215
KL,2001,360,4,M,1.575,0.712215
KL,2001,360,4,F,1.5875,0.712215
KL,2001,365,3,F,1.304545455,0.712215
KL,2001,365,3,F,1.368181818,0.712215
KL,2001,365,3,M,1.386363636,0.712215
KL,2001,373,4,F,1.429166667,0.712215
KL,2001,373,4,M,1.433333333,0.712215
KL,2001,373,4,M,1.433333333,0.712215
KL,2001,373,4,M,1.4625,0.712215
SU,2001,375,4,F,1.733333333,0.712215
SU,2001,375,4,F,1.888888889,0.712215
SU,2001,375,4,M,2.033333333,0.712215
SU,2001,375,4,M,2.088888889,0.712215
SU,2001,376,2,M,1.706666667,0.712215
SU,2001,376,2,M,1.853333333,0.712215
SU,2001,377,4,F,1.509090909,0.712215
SU,2001,377,4,M,1.545454545,0.712215
SU,2001,377,4,M,1.545454545,0.712215
SU,2001,377,4,F,1.609090909,0.712215
SU,2001,379,3,M,1.361904762,0.712215
SU,2001,379,3,M,1.50952381,0.712215
SU,2001,379,3,M,1.623809524,0.712215
KL,2001,380,4,M,1.3,0.712215
KL,2001,380,4,F,1.34,0.712215
KL,2001,380,4,M,1.4,0.712215
KL,2001,380,4,M,1.445,0.712215
SU,2001,382,2,M,1.614814815,0.712215
SU,2001,382,2,F,1.648148148,0.712215
KL,2001,394,3,F,1.89,0.712215
KL,2001,394,3,F,2.12,0.712215
KL,2001,394,3,F,2.17,0.712215
SU,2001,397,4,M,1.2,0.712215
SU,2001,397,4,M,1.455,0.712215
SU,2001,397,4,F,1.58,0.712215
SU,2001,397,4,M,1.64,0.712215
SU,2001,412,2,M,1.93,0.712215
SU,2001,412,2,F,2.205,0.712215
KL,2001,424,2,M,1.855555556,0.712215
KL,2001,424,2,M,1.933333333,0.712215
KL,2001,427,2,M,2.361904762,0.712215
KL,2001,427,2,F,2.5,0.712215
KL,2001,429,4,F,1.463636364,0.712215
KL,2001,429,4,M,1.481818182,0.712215
KL,2001,429,4,M,1.581818182,0.712215
KL,2001,429,4,M,1.627272727,0.712215
SU,2001,432,3,F,0.628571429,0.712215
SU,2001,432,3,F,0.778571429,0.712215
SU,2001,432,3,M,2.135714286,0.712215
SU,2001,466,4,M,1.811111111,0.712215
SU,2001,466,4,F,1.844444444,0.712215
SU,2001,466,4,F,1.977777778,0.712215
SU,2001,466,4,M,2.011111111,0.712215
SU,2002,126,2,F,2.407142857,1.856132
SU,2002,126,2,F,2.478571429,1.856132
KL,2002,127,4,F,0.959090909,1.856132
KL,2002,127,4,F,0.990909091,1.856132
KL,2002,127,4,M,1.063636364,1.856132
KL,2002,127,4,F,1.118181818,1.856132
SU,2002,142,4,M,1.631578947,1.856132
SU,2002,142,4,F,1.989473684,1.856132
SU,2002,142,4,M,2.005263158,1.856132
SU,2002,142,4,F,2.005263158,1.856132
KL,2002,150,4,M,1.491304348,1.856132
KL,2002,150,4,M,1.495652174,1.856132
KL,2002,150,4,M,1.560869565,1.856132
KL,2002,150,4,M,1.591304348,1.856132
SU,2002,157,2,F,1.734615385,1.856132
SU,2002,157,2,M,1.753846154,1.856132
SU,2002,158,4,F,1.394444444,1.856132
SU,2002,158,4,M,1.4,1.856132
SU,2002,158,4,M,1.405555556,1.856132
SU,2002,158,4,M,1.472222222,1.856132
SU,2002,159,3,M,1.65,1.856132
SU,2002,159,3,F,1.66,1.856132
SU,2002,159,3,F,1.71,1.856132
KL,2002,160,3,M,1.766666667,1.856132
KL,2002,160,3,M,1.793333333,1.856132
KL,2002,160,3,M,1.813333333,1.856132
KL,2002,264,4,F,1.478947368,1.856132
KL,2002,264,4,F,1.568421053,1.856132
KL,2002,264,4,M,1.705263158,1.856132
KL,2002,264,4,M,1.768421053,1.856132
KL,2002,268,4,M,1.278947368,1.856132
KL,2002,268,4,F,1.289473684,1.856132
KL,2002,268,4,M,1.294736842,1.856132
KL,2002,268,4,M,1.326315789,1.856132
KL,2002,269,2,M,1.78,1.856132
KL,2002,269,2,F,2.105,1.856132
KL,2002,290,3,F,1.617391304,1.856132
KL,2002,290,3,M,1.62173913,1.856132
KL,2002,290,3,M,1.82173913,1.856132
SU,2002,323,4,F,1.11,1.856132
SU,2002,323,4,F,1.29,1.856132
SU,2002,323,4,F,1.375,1.856132
SU,2002,323,4,M,1.625,1.856132
KL,2002,324,2,F,1.947826087,1.856132
KL,2002,324,2,M,2.030434783,1.856132
KL,2002,325,1,M,1.603846154,1.856132
SU,2002,330,2,M,2.01875,1.856132
SU,2002,330,2,M,2.08125,1.856132
KL,2002,339,4,M,1.066666667,1.856132
KL,2002,339,4,F,1.228571429,1.856132
KL,2002,339,4,M,1.3,1.856132
KL,2002,339,4,F,1.304761905,1.856132
KL,2002,340,2,F,0.557692308,1.856132
KL,2002,340,2,M,1.359090909,1.856132
SU,2002,351,3,M,1.62,1.856132
SU,2002,351,3,F,1.67,1.856132
SU,2002,351,3,F,1.725,1.856132
KL,2002,357,2,F,1.466666667,1.856132
KL,2002,357,2,F,1.577777778,1.856132
KL,2002,358,3,F,1.883333333,1.856132
KL,2002,358,3,F,2.033333333,1.856132
KL,2002,358,3,M,2.116666667,1.856132
KL,2002,359,3,F,1.31,1.856132
KL,2002,359,3,M,1.34,1.856132
KL,2002,359,3,M,1.4,1.856132
KL,2002,360,3,F,1.18,1.856132
KL,2002,360,3,M,1.185,1.856132
KL,2002,360,3,M,1.41,1.856132
SU,2002,372,3,M,1.61875,1.856132
SU,2002,372,3,M,1.69375,1.856132
SU,2002,372,3,F,1.69375,1.856132
SU,2002,375,3,M,1.491666667,1.856132
SU,2002,375,3,F,1.5,1.856132
SU,2002,375,3,F,1.570833333,1.856132
SU,2002,376,3,F,1.538095238,1.856132
SU,2002,376,3,M,1.652380952,1.856132
SU,2002,376,3,M,1.7,1.856132
SU,2002,379,3,M,1.285,1.856132
SU,2002,379,3,M,1.385,1.856132
SU,2002,379,3,M,1.58,1.856132
KL,2002,380,3,M,1.475,1.856132
KL,2002,380,3,F,1.5375,1.856132
KL,2002,380,3,M,1.6125,1.856132
SU,2002,382,2,M,1.573684211,1.856132
SU,2002,382,2,M,1.736842105,1.856132
KL,2002,386,2,F,2.173684211,1.856132
KL,2002,386,2,F,2.452631579,1.856132
SU,2002,390,2,F,1.972222222,1.856132
SU,2002,390,2,F,2.072222222,1.856132
KL,2002,394,3,M,1.6,1.856132
KL,2002,394,3,M,1.64,1.856132
KL,2002,394,3,F,1.72,1.856132
SU,2002,413,3,F,1.27,1.856132
SU,2002,413,3,F,1.285,1.856132
SU,2002,413,3,M,1.395,1.856132
KL,2002,414,3,M,2.270588235,1.856132
KL,2002,414,3,M,2.447058824,1.856132
KL,2002,414,3,F,2.5,1.856132
KL,2002,418,3,F,1.538888889,1.856132
KL,2002,418,3,F,1.644444444,1.856132
KL,2002,418,3,M,1.666666667,1.856132
SU,2002,419,3,M,1.212,1.856132
SU,2002,419,3,F,1.236,1.856132
SU,2002,419,3,F,1.272,1.856132
SU,2002,420,3,F,1.172222222,1.856132
SU,2002,420,3,M,1.25,1.856132
SU,2002,420,3,F,1.277777778,1.856132
KL,2002,425,4,F,0.931818182,1.856132
KL,2002,425,4,F,1.268181818,1.856132
KL,2002,425,4,F,1.363636364,1.856132
KL,2002,425,4,M,1.436363636,1.856132
KL,2002,427,2,M,2.3,1.856132
KL,2002,427,2,M,2.333333333,1.856132
KL,2002,439,3,M,1.638461538,1.856132
KL,2002,439,3,M,1.738461538,1.856132
KL,2002,439,3,F,1.861538462,1.856132
SU,2002,466,3,F,1.63,1.856132
SU,2002,466,3,F,1.68,1.856132
SU,2002,466,3,F,1.725,1.856132
SU,2002,477,3,F,1.484615385,1.856132
SU,2002,477,3,F,1.615384615,1.856132
SU,2002,477,3,M,1.715384615,1.856132
SU,2003,3,1,F,2.145833333,2.336802
SU,2003,126,3,M,1.777272727,2.336802
SU,2003,126,3,M,1.8,2.336802
SU,2003,126,3,F,1.854545455,2.336802
KL,2003,160,2,M,1.576190476,2.336802
KL,2003,160,2,F,1.671428571,2.336802
KL,2003,273,3,F,1.425,2.336802
KL,2003,273,3,F,1.48,2.336802
KL,2003,273,3,F,1.58,2.336802
KL,2003,324,3,M,1.920833333,2.336802
KL,2003,324,3,M,1.95,2.336802
KL,2003,324,3,F,2.133333333,2.336802
KL,2003,339,2,F,0.969230769,2.336802
KL,2003,339,2,F,1.084615385,2.336802
SU,2003,372,3,M,1.8,2.336802
SU,2003,372,3,F,1.812,2.336802
SU,2003,372,3,F,1.972,2.336802
SU,2003,376,3,F,1.817391304,2.336802
SU,2003,376,3,F,1.839130435,2.336802
SU,2003,376,3,M,1.904347826,2.336802
KL,2003,380,4,M,0.704347826,2.336802
KL,2003,380,4,F,0.765217391,2.336802
KL,2003,380,4,F,0.765217391,2.336802
KL,2003,380,4,F,0.813043478,2.336802
SU,2003,390,3,M,1.2,2.336802
SU,2003,390,3,M,2.019047619,2.336802
SU,2003,390,3,M,2.242857143,2.336802
KL,2003,394,3,F,1.692,2.336802
KL,2003,394,3,F,1.74,2.336802
KL,2003,394,3,M,1.808,2.336802
SU,2003,413,1,F,2.180952381,2.336802
SU,2003,419,3,M,1.117391304,2.336802
SU,2003,419,3,M,1.343478261,2.336802
SU,2003,419,3,M,1.360869565,2.336802
SU,2003,421,4,M,1.355172414,2.336802
SU,2003,421,4,M,1.393103448,2.336802
SU,2003,421,4,F,1.517241379,2.336802
SU,2003,421,4,F,1.531034483,2.336802
KL,2003,426,3,F,1.686666667,2.336802
KL,2003,426,3,M,1.82,2.336802
KL,2003,426,3,M,1.933333333,2.336802
SU,2003,431,4,M,1.47,2.336802
SU,2003,431,4,M,1.555,2.336802
SU,2003,431,4,F,1.61,2.336802
SU,2003,431,4,M,1.815,2.336802
KL,2003,433,4,M,1.688,2.336802
KL,2003,433,4,M,1.792,2.336802
KL,2003,433,4,M,1.948,2.336802
KL,2003,433,4,M,2.016,2.336802
KL,2003,434,2,F,2.016666667,2.336802
KL,2003,434,2,F,2.333333333,2.336802
KL,2003,435,3,F,1.928571429,2.336802
KL,2003,435,3,F,1.952380952,2.336802
KL,2003,435,3,F,1.957142857,2.336802
KL,2003,438,4,M,1.648,2.336802
KL,2003,438,4,F,1.704,2.336802
KL,2003,438,4,M,1.832,2.336802
KL,2003,438,4,F,1.856,2.336802
KL,2003,442,3,F,1.675,2.336802
KL,2003,442,3,F,1.825,2.336802
KL,2003,442,3,M,1.9375,2.336802
KL,2003,443,1,F,2.296551724,2.336802
KL,2003,451,2,F,2.004166667,2.336802
KL,2003,451,2,M,2.079166667,2.336802
SU,2003,463,3,F,1.86875,2.336802
SU,2003,463,3,F,1.9625,2.336802
SU,2003,463,3,M,1.9875,2.336802
SU,2003,464,2,F,1.072,2.336802
SU,2003,464,2,M,1.696,2.336802
SU,2003,465,3,F,1.926923077,2.336802
SU,2003,465,3,F,2,2.336802
SU,2003,465,3,M,2.023076923,2.336802
KL,2003,468,3,F,1.968181818,2.336802
KL,2003,468,3,F,2.004545455,2.336802
KL,2003,468,3,M,2.045454545,2.336802
SU,2003,469,2,M,1.521428571,2.336802
SU,2003,469,2,M,1.521428571,2.336802
SU,2003,470,3,F,1.596,2.336802
SU,2003,470,3,M,1.792,2.336802
SU,2003,470,3,F,1.848,2.336802
SU,2003,474,3,F,1.869565217,2.336802
SU,2003,474,3,F,1.92173913,2.336802
SU,2003,474,3,M,2.113043478,2.336802
KL,2003,476,3,F,1.434615385,2.336802
KL,2003,476,3,M,1.461538462,2.336802
KL,2003,476,3,M,1.55,2.336802
